WVL,INT
225.76808139880345,3113.3322527602068
226.22162901866423,3243.450222581951
226.67521790555043,3388.3307953190233
227.12884807205472,3533.954465152784
227.5825195307698,3769.829201754433
228.03623229428828,4099.281951455518
228.48998637520288,4354.61889409167
228.94378178610623,4558.125642768507
229.39761853959104,4556.151258320694
229.85149664824996,4492.956860639037
230.30541612467567,4308.1441786692185
230.75937698146083,4122.06726862101
231.21337923119813,4033.871750584533
231.66742288648024,3953.540761166547
232.1215079598998,3845.3414500197473
232.5756344640495,3770.8231707780283
233.029802411522,3738.016660365474
233.48401181491002,3701.2198996889406
233.93826268680615,3717.1338037152295
234.39255503980314,3743.982332363235
234.84688888649362,3715.1447154657544
235.30126423947024,3713.1555845006988
235.75568111132574,3752.9301285997203
236.21013951465272,3751.9359711122906
236.66463946204388,3695.251477740916
237.1191809660919,3695.251477740916
237.57376403938943,3709.1771942813143
238.02838869452916,3675.3539329364858
238.48305494410374,3728.073027141042
238.93776280070585,3796.662718701783
239.3925122769282,3837.3955701792643
239.8473033853634,3931.711726896264
240.30213613860414,4137.915188891836
240.75701054924312,4251.75797758567
241.21192662987295,4451.470278986869
241.66688439308638,4615.3715397385695
242.121883851476,4803.744375229385
242.57692501763455,4895.39279423995
243.03200790415468,4902.289311478453
243.48713252362901,4857.950357569454
243.9422988886503,4798.815773147451
244.39750701181114,4646.946392109688
244.85275690570427,4709.091254347795
245.3080485829223,4790.929731692382
245.76338205605794,4987.983957943435
246.21875733770383,5179.941732424055
246.67417444045267,5461.2494120706315
247.12963337689712,5572.339959430315
247.58513415962986,5610.675500488102
248.04067680124354,5405.202270193801
248.49626131433084,5237.009732104395
248.95188771148446,5032.2954878645705
249.407556005297,4847.110408912127
249.8632662083612,4628.199588541706
250.31901833326972,4580.829187937144
250.7748123926152,4551.215182133536
251.23064839899033,4503.82037000048
251.68652636498777,4525.544913884487
252.14244630320022,4510.7330812236205
252.5984082262203,4473.2028844629585
253.05441214664074,4361.539212639239
253.51045807705418,4263.6309157212245
253.96654603005328,4210.193440853167
254.42267601823073,4200.294973582816
254.8788480541792,4144.847954336174
255.33506215049135,4110.179858650753
255.79131831975985,4133.953417853007
256.2476165745774,4178.515393310067
256.70395692753664,4276.491957383214
257.16033939123025,4428.746151674539
257.6167639782509,4524.557505641404
258.0732307011912,4737.689813388174
258.52973957264396,4939.72346316227
258.98629060520176,5182.893805201845
259.4428838114573,5346.196648437228
259.89951920400324,5534.984845573297
260.3561967954322,5562.509918338388
260.8129165983369,5528.103349240042
261.26967862531006,5296.034214356649
261.72648288894425,4998.816472408319
262.1833294018322,4866.8189518487425
262.6402181765666,4762.33992477594
263.09714922574005,4652.865975501945
263.5541225619453,4566.022918550929
264.0111381977749,4503.82037000048
264.4681961458217,4510.7330812236205
264.9252964186782,4479.129369138902
265.3824390289372,4438.626672566189
265.8396239891913,4507.770531605845
266.2968513120332,4567.010048630472
266.75412101005554,4598.594798539756
267.211433095851,4677.5285627435815
267.6687875820123,4658.785340030864
268.1261844811321,4666.6774874808225
268.583623805803,4700.214854179361
269.0411055686177,4641.026588774417
269.4986297821689,4626.226111097343
269.95619645904924,4779.1000227410395
270.4138056118514,4838.24090111555
270.87145725316805,5040.17219235073
271.3291513955919,5157.308123484638
271.7868880517156,5241.928867776889
272.2446672341318,5198.637668931469
272.7024889554331,5091.3644033244145
273.16035322821233,4983.05991187617
273.6182600650621,4912.141069009799
274.07620947857504,4835.284306059237
274.5342014813438,4812.615524301212
274.99223608596117,4771.213115232998
275.45031330501973,4842.182955831183
275.90843315111215,4862.877404643108
276.3665956368311,4853.0231842937665
276.8248007747693,4901.30410925267
277.28304857751937,4842.182955831183
277.741339057674,4797.830036720044
278.19967222782583,4843.168456681078
278.6580481005676,4787.972377460864
279.1164666884919,4740.6480117033025
279.5749280041915,4770.227227176864
280.03343206025903,4853.0231842937665
280.4919788692871,4897.3632519735
280.95056844386846,4898.34847355946
281.4092007965957,5035.249283341764
281.8678759400616,5091.3644033244145
282.32659388685875,5172.069384711864
282.7853546495798,5215.364571922569
283.2441582408175,5104.160780145601
283.7030046731645,5029.341654675906
284.16189395921344,5074.629682376144
284.620826111557,5099.239174194265
285.0798011427878,5099.239174194265
285.5388190654986,5118.925023784812
285.99787989228207,5153.371651352708
286.4569836357308,5223.235722502204
286.9161303084376,5147.466834776617
287.37531992299495,5109.082290002222
287.8345524919956,5011.617856372061
288.29382802803235,4934.798305675515
288.7531465436977,4988.968753919551
289.2125080515844,4977.150910348706
289.6719125642851,5017.5259422247445
290.13136009439245,5068.723036472504
290.5908506544992,5091.3644033244145
291.0503842571979,5090.380039442276
291.50996091508136,5010.633160407177
291.9695806407421,4944.648504576087
292.42924344677294,4862.877404643108
292.88894934576643,4874.70180638499
293.3486983503153,4847.110408912127
293.8084904730122,4855.979503437782
294.26832572644986,4983.05991187617
294.7282041232209,5007.6790467204355
295.18812567591795,5033.280090540761
295.6480903971338,5030.326269936922
296.10809829946095,5053.955787266196
296.56814939549224,5056.90931012866
297.02824369782024,5051.986751606168
297.48838121903765,5083.48938252741
297.94856197173715,5112.035150035584
298.4087859685114,5046.079546198953
298.8690532219531,5033.280090540761
299.3293637446548,5109.082290002222
299.78971754920934,5062.816246065161
300.2501146482093,5075.614109383051
300.7105550542474,5037.218459439431
301.1710387799162,4966.317323208928
301.6315658378085,4908.200423619209
302.09213624051694,4888.4960387625215
302.5527500006341,4831.342107038773
303.0134071307528,4786.986581927661
303.4741076434656,4744.592197243305
303.93485155136517,4740.6480117033025
304.3956388670442,4695.283316585939
304.85646960309543,4670.623416815713
305.3173437721115,4632.14646901579
305.77826138668496,4612.41107071356
306.23922245940867,4636.093250537181
306.7002270028751,4593.660114483495
307.16127502967714,4607.476829912314
307.6223665524073,4651.879393497899
308.0835015836583,4681.474229303926
308.5446801360228,4697.255949183095
309.0059022220935,4662.731461992424
309.46716785446307,4698.242256696795
309.9284770457241,4673.582800908391
310.3898298084694,4614.3847230065285
310.8512261552915,4604.5162097555085
311.3126660987832,4584.777280833853
311.7741496515371,4579.842148613135
312.23567682614583,4540.35523324807
312.69724763520213,4466.28833414525
313.15886209129866,4474.190649358795
313.6205202070281,4489.993940921923
314.08222199498306,4482.092517428282
314.54396746775626,4532.456583545561
315.0057566379404,4637.07993049369
315.4675895181281,4568.984289249201
315.929466120912,4476.166158195605
316.3913864588849,4458.385569219679
316.8533505446393,4349.675581737178
317.315358390768,4343.743355477341
317.7774100098636,4317.044914774367
318.2395054145189,4271.545563218738
318.7016446173264,4321.000594934414
319.1638276308788,4348.686896433573
319.6260544677689,4281.43815189162
320.08832514058923,4256.705176580984
320.5506396619325,4256.705176580984
321.01299804439145,4210.193440853167
321.47540030055865,4218.111615529066
321.93784644302684,4196.335352662437
322.4003364843887,4234.935980665188
322.8628704372368,4270.556260372468
323.3254483141639,4333.855699376773
323.78807012776264,4410.959391952383
324.2507358906257,4439.6146851533595
324.7134456153458,4391.193547499919
325.17619931451554,4385.263218195574
325.6389970007276,4336.822076802929
326.1018386865747,4280.448928932611
326.5647243846495,4247.800072433416
327.0276541075446,4235.925575214371
327.4906278678527,4179.505462831191
327.95364567816654,4076.4919435409265
328.41670755107873,4089.3738322077656
328.8798134991819,4087.392101523522
329.3429635350688,4067.572824650887
329.8061576713321,4070.545945309457
330.2693959205644,4060.6352270993
330.7326782953585,4067.572824650887
331.1960048083069,4080.455762718442
331.65937547200235,4141.8768210996905
332.12279029903755,4123.057829093851
332.58624930200517,4224.049898696659
333.04975249349786,4237.904739748947
333.51329988610826,4305.177125926606
333.9768914924291,4215.142362250924
334.44052732505304,4104.2356782542365
334.9042073965727,4120.086121405043
335.3679317195808,4119.095534652153
335.83170030667,4172.574798019539
336.2955131704329,4151.780296289764
336.7593703234623,4215.142362250924
337.22327177835075,4236.915161573974
337.68721754769103,4251.75797758567
338.1512076440757,4245.821071096235
338.6152420800976,4261.652173438146
339.0793208683492,4278.470459110524
339.5434440214233,4246.810575832376
340.00761155191253,4282.427366889233
340.47182347240954,4269.566949510151
340.93607979550706,4285.394964163403
341.4003805337977,4353.6302468259255
341.86472569987416,4361.539212639239
342.32911530632913,4339.788385086918
342.79354936575527,4363.516378416527
343.2580278907452,4385.263218195574
343.72255089389165,4475.178407268005
344.1871183877872,4581.816220816208
344.6517303850247,4561.087170250892
345.11638689819665,4556.151258320694
345.5810879398958,4533.443938122982
346.0458335227148,4515.6705279665
346.51062365924633,4472.21511257548
346.97545836208303,4480.11709219022
347.44033764381766,4356.596165850394
347.9052615170428,4327.922736559075
348.3702299943511,4341.765885597143
348.83524308833535,4399.10023860184
349.3003008115881,4321.989495556289
349.76540317670214,4302.210002606073
350.23055019627,4321.000594934414
350.6957418828845,4371.424740020992
351.1609782491381,4394.158612082298
351.62625930762374,4361.539212639239
352.0915850709339,4376.367221863611
352.5569555516613,4432.698446357708
353.0223707623986,4509.745571492067
353.48783071573854,4560.1000009753225
353.95333542427375,4656.81224277274
354.4188849005968,4648.919610958562
354.8844791573006,4789.943952338279
355.3501182069775,4825.428652985114
355.8158020622205,4847.110408912127
356.281530735622,4953.513288552478
356.74730423977485,5043.125887894312
357.21312258727164,5047.064090714094
357.67898579070504,5214.380663217256
358.1448938626678,5234.058212130354
358.61084681575244,5159.276337986788
359.07684466255176,5195.68576127891
359.5428874156584,5248.81552367976
360.008975087665,5349.147153959676
360.4751076911643,5525.154107799029
360.9412852387489,5558.577852421937
361.4075077430115,5724.685924147788
361.8737752165447,5726.6514719101615
362.3400876719413,5646.060021766169
362.8064451217939,5532.035644291304
363.2728475786952,5343.246118456032
363.7392950552378,5243.896499652912
364.20578756401443,5207.4932089897975
364.6723251176178,5121.877770127678
365.13890772864045,5071.676377423242
365.6055354096752,4980.105431113019
366.0722081733146,5000.785963714966
366.53892603215144,5007.6790467204355
367.0056889987783,5007.6790467204355
367.47249708578784,4910.17075589216
367.9393503057728,4884.554928023188
368.4062486713258,4921.992348632538
368.87319219503956,4894.407558082592
369.34018088950666,4833.313216890942
369.8072147673199,4953.513288552478
370.2742938410718,4949.573430523363
370.74141812335523,4968.287106746259
371.20858762676266,4975.181207551992
371.6758023638869,4948.5884545421395
372.1430623473205,5008.663755586161
372.6103675896562,4933.813260196017
373.07771810348675,4956.468134019374
373.54511390140465,5067.738581467271
374.0125549960027,5115.972243482807
374.4800413998735,5095.301819849123
374.9475731256098,5139.593542135263
375.4151501858042,5187.813857156644
375.88277259304937,5335.377918019234
376.350440359938,5493.694427121572
376.81815349906276,5462.2326289014145
377.28591202301635,5574.305946706731
377.75371594439144,5401.268847379233
378.2215652757807,5264.55587206218
378.6894600297767,5352.097635142998
379.1574002189722,5240.9450470495085
379.6253858559599,5221.267954636865
380.0934169533324,5057.893809601156
380.56149352368243,5142.546054308603
381.0296155796026,5164.196811646391
381.49778313368563,5091.3644033244145
381.9659961985242,5120.893525112135
382.4342547867109,5159.276337986788
382.9025589108385,5142.546054308603
383.37090858349956,5185.845846748189
383.83930381728686,5244.880310810675
384.30774462479303,5182.893805201845
384.77623101861076,5231.106663077645
385.2447630113327,5128.7673802428835
385.7133406155515,5299.968792051719
386.1819638438599,5203.557447155686
386.6506327088505,5355.048092106712
387.11934722311594,5317.67381620801
387.588107399249,5359.965466882504
388.0569132498423,5321.608139846402
388.52576478748847,5462.2326289014145
388.9946620247802,5304.886948338735
389.4636049743102,5337.344984638386
389.9325936486712,5434.701708940108
390.4016280604557,5435.684986894598
390.8707082222565,5487.795505432205
391.3398341466662,5690.288088280689
391.8090058462775,5633.282501578293
392.2782233336831,5614.607211320399
392.7474866214757,5551.6966679212155
393.2167957222478,5498.610138292949
393.6861506485923,5537.934029831997
394.1555514131017,5417.002304163037
394.62499802836874,5531.052573394899
395.09449050698606,5405.202270193801
395.5640288615464,5285.213881839298
396.0336131046423,5265.539617379642
396.50324324886657,5237.009732104395
396.9729193068118,5204.5413926625015
397.4426412910707,5222.2518402124815
397.9124092142359,5144.514377445587
398.3822230889001,5282.2628194221015
398.852082927656,5245.864118787685
399.3219887430962,5357.01505001949
399.79194054781345,5251.7669001090535
400.26193835440034,5252.750685948333
400.7319821754496,5108.0979956902165
401.2020720235539,5105.145089785661
401.67220791130586,5127.78316144291
402.1423898512982,5240.9450470495085
402.6126178561236,5295.050562580796
403.0828919383747,5353.081123482738
403.55321211064415,5427.818697943845
404.0235783855246,5420.935571588329
404.49399077560884,5424.868800860714
404.96444929348945,5514.340072797594
405.4349539517591,5440.601341957297
405.9055047630105,5500.576408405271
406.3761017398363,5348.163654829113
406.84674489482916,5493.694427121572
407.3174342405818,5429.785284220733
407.78816978968683,5406.185619751457
408.25895155473694,5425.852102249895
408.7297795483248,5388.484948688432
409.2006537830431,5347.180152989773
409.67157427148453,5505.492048090885
410.14254102624164,5369.800017806988
410.6135540599073,5406.185619751457
411.08461338507396,5477.963801375682
411.5557190143345,5550.713634313701
412.0268709602814,5459.282971780481
412.4980692355075,5328.493097474801
412.96931385260535,5376.68404779963
413.4406048241677,5433.718428661575
413.91194216278717,5465.182266187887
414.3833258810564,5426.835401276165
414.8547559915682,5649.008645626432
415.32623250691506,5646.060021766169
415.7977554396898,5529.086425873442
416.269324802485,5663.751575620784
416.7409406078934,5654.905855162898
417.2126028685076,5863.247888325876
417.6843115969203,5926.13678787381
418.1560668057242,5999.832916328904
418.6278685075119,6171.790799944386
419.09971671487614,6126.589743659225
419.5716114404096,6353.5906364623315
420.04355269670486,6435.1650256083185
420.5155404963547,6410.593602430668
420.9875748519517,6723.209872760527
421.4596557760886,6514.781932690632
421.931783281358,6548.20410997127
422.40395738035267,6585.560393927706
422.8761780856652,6434.1821541687195
423.34844540988826,6595.391376643824
423.82075936561455,6620.952703160803
424.29311996543674,6588.509671704348
424.76552722194754,6616.0369756421205
425.2379811477395,6615.053835202047
425.71048175540545,6386.022908079211
426.1830290575379,6403.713736335086
426.6556230667297,6360.47011407101
427.12826379557333,6484.310222580019
427.6009512566616,6438.113647330374
428.0736854625871,6287.746571240967
428.5464664259425,6309.366562732816
429.0192941593206,6422.387792045982
429.4921686753139,6144.277014748811
429.96508998651524,6244.507748431627
430.4380581055171,6111.850432257015
430.9110730449123,6093.180725944889
431.38413481729344,6118.72876916378
431.8572434352532,6215.0275161163145
432.3303989113843,6072.545877252642
432.80360125827934,6283.815707248216
433.27685048853107,6406.662243437345
433.75014661473205,6124.6244981496975
434.223489649475,6118.72876916378
434.6968796053527,6370.298026871087
435.17031649495766,6281.850280116196
435.64380033088264,6357.521760409159
436.1173311257203,6374.2292213992905
436.5909088920632,6152.138062712854
437.0645336425042,6450.891137985971
437.5382053896359,6232.715585252218
438.01192414605094,6484.310222580019
438.485689924342,6445.976693339113
438.95950273710173,6435.1650256083185
439.43336259692285,6406.662243437345
439.907269516398,6466.617576437321
440.38122350811983,6779.263351006224
440.8552245846811,6595.391376643824
441.32927275867434,6749.76071600299
441.80336804269234,6665.196193427708
442.27751044932774,6812.701899801271
442.75169999117315,6645.531982602528
443.22593668082135,6585.560393927706
443.7002205308649,6665.196193427708
444.17455155389655,6539.356895783812
444.64892976250894,6484.310222580019
445.12335516929477,6596.37448387465
445.59782778684666,6659.296855469539
446.0723476277573,6432.216414975461
446.54691470461944,6366.366849235037
447.02152903002565,6584.577304563602
447.4961906165686,6582.6111306634075
447.970899476841,6599.323815406456
448.4456556234355,6478.412625609154
448.9204590689448,6654.380789607087
449.39530982596153,6495.122611318301
449.8702079070784,6329.021470567162
450.3451533248881,6291.677448358882
450.82014609198325,6477.429697504933
451.2951862209565,6374.2292213992905
451.77027372440057,6261.213484732911
452.2454086149081,6353.5906364623315
452.72059090507184,6264.161577695026
453.1958206074844,6189.478422999114
453.6710977347384,6162.947046474434
454.1464222994266,6150.172798344908
454.62179431414165,6063.7023924097
455.0972137914762,6056.824133183475
455.5726807440229,6139.363872273302
456.04819518437444,6303.470160300046
456.5237571251235,6063.7023924097
456.99936657886275,6169.825518194451
457.47502355818483,6365.384057444935
457.9507280756825,6291.677448358882
458.4264801439483,6348.6767542129965
458.90227977557504,6437.1307721865305
459.3781269831553,6702.560190194736
459.85402177928177,6722.226535430998
460.32996417654715,6979.932841393724
460.80595418754405,6850.077292358391
461.2819918248652,6600.306929204626
461.75807710110325,6487.2590394016315
462.23421002885084,6498.071473628101
462.7103906207007,6426.319226694462
463.1866188892455,6444.0109243241295
463.66289484707784,6297.5737890475275
464.1392185067904,6433.199283958641
464.6155898809759,6195.374334186728
465.092008982227,6464.651753437261
465.5684758231364,6445.976693339113
466.0449904162967,6338.849064014455
466.52155277430063,6479.3955550589335
466.9981629097408,6570.814221452768
467.4748208352099,6614.070696444477
467.9515265633007,6786.14756211234
468.42828010660577,6563.932796208363
468.9050814777178,6519.69685215609
469.3819306892294,6462.685935676505
469.85882775373335,6398.799580746868
470.3357726838223,6545.255024967688
470.81276549208883,6612.104423967607
471.28980619112576,6584.577304563602
471.7668947935256,6519.69685215609
472.24403131188114,6738.943533544449
472.721215758785,6852.0445049432
473.19844814682983,6772.379240164725
473.67572848860834,7001.579445046853
474.1530567967132,6893.358020152369
474.6304330837371,6696.660434185541
475.1078573622726,6718.2932053394725
475.5853296449126,6814.668948629491
476.0628499442495,6777.296451994044
476.54041827287614,7044.876262164055
477.01803464338514,6988.788126655579
477.49569906836916,7029.131401705539
477.9734115604209,7112.783533714466
478.451172132133,7132.469146767238
478.92898079609824,7291.9634114269
479.4068375649091,7366.814072152621
479.8847424511584,7386.51451279342
480.36269546743875,7629.919572412005
480.84069662634283,7931.7549834198135
481.3187459404633,8096.62902156011
481.7968434223929,8506.84411005892
482.2749890847242,8901.013970674221
482.7531829400499,9523.878839205061
483.23142500096276,10229.136439883863
483.7097152800553,11107.32874831186
484.18805378992033,11520.15528749259
484.66644054315043,11184.703150100378
485.1448755523383,10342.535270524686
485.62335883007665,10020.815385579728
486.10189038895805,9704.225705163739
486.5804702415753,9764.072706649366
487.05909840052095,9987.810057690316
487.5377748783878,10323.456439068616
488.0164996877684,10178.009905188754
488.4952728412554,10038.823343280745
488.97409435144164,9666.339454742732
489.45296423091963,9405.45369264781
489.93188249228217,9185.796573806898
490.41084914812177,9210.627806486003
490.8898642110313,9535.827050860822
491.3689276936032,9624.4799366034
491.8480396084304,9795.006777070048
492.32719996810533,9423.359756783679
492.8064087852208,9118.2761924815
493.28566607236945,8656.296391211996
493.76497184214395,8260.626360186387
494.244326107137,7991.965903774541
494.7237288799412,7945.572630134379
495.20318017314924,7768.95896829323
495.68267999935387,7733.452942485035
496.16222837114765,7812.3615081936805
496.64182530112333,7747.260295586715
497.12147080187356,7754.164232187724
497.60116488599095,7725.563336722903
498.0809075660683,7610.203215749418
498.56069885469816,7636.820617354545
499.0405387644733,7395.380111377559
499.5204273079863,7415.082337543992
500.0003644978299,7383.559368617658
500.4803503465967,7257.498457783266
500.96038486687945,7259.467787817039
501.44046807127074,7124.5947729264035
501.92059997236333,7219.098816395958
502.4007805827498,7084.241283022199
502.8810099150229,7115.7363074654295
503.36128798177526,7212.207031265673
503.8416147955995,7107.862297358008
504.32199036908844,7161.015203432024
504.8024147148346,7164.95277053807
505.2828878454307,7004.531346976562
505.76340977346945,7098.020023526222
506.2439805115435,7059.637661319488
506.7246000722455,7144.28103111375
507.20526846816813,7047.8284959338425
507.6859857119041,7031.099473815785
508.16675181604603,7181.687922134501
508.64756679318657,7203.34636760462
509.12843065591846,7125.5790602537845
509.60934341683435,7243.713470321234
510.09030508852686,7247.651980646628
510.5713156835887,7273.253422464771
511.05237521461254,7293.932945485375
511.5334836941911,7400.305551823044
512.0146411349169,7387.4995669950085
512.4958475493828,7401.290649180926
512.9771029501815,7465.328672773976
513.4584073499053,7482.079280173888
513.9397607611473,7473.211196701527
514.4211631965,7475.181859555336
514.902614668556,7448.578984194177
515.384115189908,7493.903795033039
515.8656647731488,7567.8175974552305
516.347263430871,7555.990150570471
516.8289111756671,7887.3461144094
517.3106080201301,7899.187738368524
517.7923539768524,7971.23594978633
518.2741490584267,8049.228933286145
518.7559932774459,8251.732002704659
519.2378866465024,8131.197386001462
519.719829178189,8096.62902156011
520.2018208850983,7938.663714037376
520.6838617798231,7835.051984433545
521.1659518749559,7852.8110952504185
521.6480911830896,7829.132544130154
522.1302797168166,7979.132875394759
522.6125174887297,7837.025160403607
523.0948045114217,8124.28331831816
523.5771407974851,8146.01391392406
524.0595263595126,8244.814406007863
524.5419612100968,8491.014474874131
525.0244453618305,8657.286512518045
525.5069788273064,8848.476222402714
525.989561619117,9246.39210213133
526.4721937498551,9229.502321099593
526.9548752321134,9557.735140061199
527.4376060784845,9853.906797220288
527.920386301561,10480.252145611072
528.4032159139357,11136.838527530279
528.8860949282013,11311.220444721657
529.3690233569503,10956.997993381412
529.8520012127755,10273.271936831232
530.3350285082696,9764.072706649366
530.8181052560251,9397.496220396277
531.3012314686348,9203.674644756016
531.7844071586914,9309.000916052919
532.2676323387875,9220.561460494719
532.7509070215158,9635.44166762998
533.2342312194689,9905.84725378268
533.7176049452396,9850.911059058579
534.2010282114205,9421.370073753465
534.6845010306042,9129.196598816767
535.1680234153836,8987.28959364431
535.6515953783511,8910.92851006166
536.1352169320994,8854.423113166456
536.6188880892214,9024.987037684445
537.1026088623096,8919.85207814784
537.5863792639567,8686.992483705035
538.0701993067554,8644.41532419639
538.5540690032983,8460.347933880461
539.0379883661782,8547.413033280985
539.5219574079875,8554.340230199772
540.0059761413193,8800.908136547132
540.4900445787658,9131.18220966504
540.97416273292,9474.106983600172
541.4583306163745,9751.103041378617
541.9425482417219,9539.810046745206
542.4268156215549,9436.293434479547
542.9111327684661,8918.860547933926
543.3954996950483,8712.741341386134
543.8799164138942,8520.696022549117
544.3643829375964,8313.999763250184
544.8488992787475,8115.39409342162
545.3334654499403,7972.2230520752355
545.8180814637673,7883.399025532626
546.3027473328214,8016.646638463445
546.787463069695,7858.731063062695
547.2722286869811,7914.9774071210695
547.7570441972721,7713.729349521469
548.2419096131607,7607.245878683054
548.7268249472397,7426.904269982181
549.2117902121016,7268.32991622711
549.6968054203393,7204.33087454515
550.1818705845453,7171.843618762469
550.6669857173123,7051.76484338965
551.152150831233,7011.419204981234
551.6373659389001,7061.605891508881
552.1226310529062,6973.045533720883
552.607946185844,7063.5741320077595
553.0933113503062,7047.8284959338425
553.5787265588854,7053.733032474713
554.0641918241743,6903.195157434423
554.5497071587655,6858.929818200199
555.035272575252,6873.684425974886
555.520888086226,6636.683317616759
556.0065537042805,6769.428937465627
556.492269442008,6739.926903921225
556.9780353120012,6601.290044650474
557.4638513268529,6566.881969046935
557.9497174991557,6618.003261579015
558.4356338415022,6503.969236007975
558.9216003664851,6479.3955550589335
559.4076170866971,6500.037388810581
559.8936840147309,6484.310222580019
560.3798011631791,6449.908246519437
560.8659685446344,6563.932796208363
561.3521861716895,6465.634664281097
561.838454056937,6550.170174244656
562.3247722129697,6429.267815361117
562.8111406523801,6391.919810483931
563.297559387761,6554.10232112891
563.7840284317051,6386.022908079211
564.2705477968049,6436.14789828005
564.7571174956532,6468.583404697187
565.2437375408426,6603.256280494531
565.7304079449659,6616.0369756421205
566.2171287206156,6642.582411908803
566.7038998803846,6633.733793895892
567.1907214368653,6666.179422701449
567.6775934026505,6649.464768084626
568.1645157903329,6535.424839689971
568.6514886125051,6579.66188184771
569.1385118817599,6477.429697504933
569.6255856106898,6585.560393927706
570.1127098118875,6518.713865371362
570.5998844979458,6609.155027813267
571.0871096814573,6608.171899102145
571.5743853750147,6675.028567451424
572.0617115912105,6662.246516386806
572.5490883426377,6725.176553202523
573.0365156418886,6643.565600390485
573.5239935015561,6640.616040182803
574.0115219342329,6564.915852257829
574.4991009525114,6570.814221452768
574.9867305689846,6547.221080118298
575.474410796245,6560.983637411581
575.9621416468854,6484.310222580019
576.4499231334983,6450.891137985971
576.9377552686764,6304.452891856932
577.4256380650124,6292.660169710724
577.9135715350991,6217.975513607221
578.401555691529,6127.572366899672
578.8895905468947,6095.145954130451
579.3776761137892,6011.62420801507
579.8658124048048,5942.841367227357
580.3539994325345,5940.876127400468
580.8422372095707,5896.657855435362
581.3305257485063,5875.039711545749
581.8188650619337,5859.317262121131
582.3072551624458,5784.633268525079
582.7956960626352,5794.460365758413
583.2841877750946,5816.079687439581
583.7727303124166,5701.098994048033
584.2613236871939,5757.116914577484
584.7499679120192,5686.356812534201
585.2386629994851,5707.978584862992
585.7274089621843,5639.179849182272
586.2162058127096,5682.4255165043605
586.7050535636535,5674.562862587193
587.1939522276087,5652.940124270421
587.6829018171679,5666.70012451026
588.1719023449239,5665.717276232354
588.6609538234692,5694.21934399517
589.1500562653964,5675.5456988878595
589.6392096832984,5718.789253961458
590.1284140897677,5700.116190555689
